Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/Patient-P654321.json	287	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	15	10	0	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-IMMZD2DTMeasles.json	1539	7	1	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	35	11	0	0	0	0	0	0	0
fsh-generated/resources/PlanDefinition-IMMZD2DTMeaslesCI.json	2241	17	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	31	15	0	0	0	0	1	0	0
fsh-generated/resources/PlanDefinition-IMMZDTUmbrella.json	1922	16	0	0	0	0	0	0	1	31	0	0	0	0	0	0	0	0	0	0	21	11	0	0	0	0	1	0	0
fsh-generated/resources/Questionnaire-AdministerVaccine.json	6383	42	0	0	0	0	0	0	8	60	0	0	0	0	0	0	0	0	0	0	82	21518	0	0	0	0	7	0	0
fsh-generated/resources/Questionnaire-IMMZD1ClientHistoryMeasles.json	6742	36	0	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	83	789	0	0	0	0	3	0	0
fsh-generated/resources/Questionnaire-QIMMZCRegisterClient.json	9273	61	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	242	375	0	0	0	0	2	0	0
fsh-generated/resources/Questionnaire-QIMMZD4CheckContraindicationsMeasles.json	2457	16	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	81	302	0	0	0	0	1	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.C.QuestionnaireResponse.1.json	2494	19	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	83	80	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.1.json	1107	8	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	80	36	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.2.json	1590	8	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	98	47	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.3.json	2332	14	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	85	45	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.1.json	685	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	49	28	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.2.json	692	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	26	35	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.3.json	692	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	36	29	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.4.json	1723	11	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	34	33	0	0	0	0	0	0	0
fsh-generated/resources/Requirements-immz-e-fxnreq.json	6348	24	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	69	65	0	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-IMMZCRegisterClient.json	8999	69	0	0	0	0	0	56	0	84	0	0	0	0	0	0	0	0	0	0	148	1520	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-IMMZD1ClientHistoryMeasles.json	7796	21	0	0	0	0	0	56	0	55	0	0	0	0	0	0	0	1	0	0	151	725	0	0	0	1	3	0	0
fsh-generated/resources/StructureDefinition-IMMZD4CheckContraindicationsMeasles.json	2400	9	0	0	0	0	0	30	0	23	0	0	0	0	0	0	0	0	0	0	47	273	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-IMMZDUpdateVaccinationRecord.json	8346	24	0	0	0	0	0	65	0	63	0	0	0	0	0	0	0	0	0	0	145	500	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-SGImmunization.json	1851	9	1	0	0	0	0	244	2	210	0	0	3	0	0	0	0	1	0	0	296	1128	0	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-SGMedicationClassification.json	1536	7	0	0	0	0	0	43	0	26	0	0	0	0	0	0	0	0	0	0	60	202	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SGVaccineProduct.json	1744	9	0	0	0	0	0	123	0	101	0	0	0	0	0	0	0	0	0	0	173	769	0	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-SGVaccineProposal.json	2120	12	0	0	0	0	0	359	0	345	0	0	3	0	0	0	0	1	0	0	333	948	0	0	0	0	9	0	1
fsh-generated/resources/StructureDefinition-SGVaccineRequest.json	1623	8	0	0	0	0	0	348	0	184	0	0	0	0	0	0	0	1	0	0	303	644	0	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-sg-ext-administeredProduct.json	1652	7	0	0	0	0	0	44	0	25	0	0	0	0	0	0	0	0	0	0	63	101	0	0	0	0	2	0	2
fsh-generated/resources/ValueSet-ARVDrugs-values.json	751	6	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	16	315	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-AllVaccineTypes.json	1478	7	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	18	281	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-Birthweight-values.json	866	5	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	13	401	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-HIVstatus-values.json	1032	6	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	14	318	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.C.DE5.json	843	6	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	15	265	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.D1.DE10.json	753	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	13	254	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.D1.DE1VS.json	705	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	13	231	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ.D1.DE5VS.json	1227	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	32	251	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.D4.DE161.json	1050	7	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	18	244	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ.Z.DE9.json	1675	7	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	19	258	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-Immunocompromised-values.json	726	5	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	14	342	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-LiveAttenuatedVaccines.json	1594	9	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	25	290	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-Negativetestresult-values.json	620	5	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	12	306	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-PositiveTestResult-values.json	626	6	1	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	23	295	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSMeaslesVaccineProducts.json	535	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	15	220	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-VaccineTypes.json	1224	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	17	242	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-country.json	1632	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	15	2468	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-immunization-status.json	2022	8	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	21	224	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-pregnancystatus-values.json	1649	9	0	0	0	0	0	0	1	183	0	0	0	0	0	0	0	0	0	0	20	407	0	0	0	0	1	0	0
input/maps/IMMZCLMToPatient.fml	1875	22	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	44	45	0	0	0	0	2	0	0
input/maps/IMMZCQRToLM.fml	2613	26	0	0	0	0	0	0	1	25	0	0	0	0	0	0	0	0	0	0	51	43	0	0	0	0	2	0	0
input/maps/IMMZCQRToPatient.fml	1219	15	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	37	21	0	0	0	0	2	0	1
input/maps/IMMZD1LMToResources.fml	5457	102	1	0	0	0	0	0	11	70	0	0	0	0	0	0	0	0	0	0	120	84	0	0	0	0	4	0	0
input/maps/IMMZD1QRToLM.fml	2484	36	0	0	0	0	0	0	1	37	0	0	0	0	0	0	0	0	0	0	51	26	0	0	0	0	2	0	0
input/maps/IMMZD1QRToResources.fml	948	12	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	26	161	0	0	0	0	0	0	0
input/maps/IMMZD4LMToResources.fml	1003	18	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	30	20	0	0	0	0	3	0	0
input/maps/IMMZD4QRToLM.fml	697	8	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	21	16	0	0	0	0	0	0	0
input/maps/IMMZD4QRToResources.fml	966	7	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	25	18	0	0	0	0	1	0	0
input/resources/device/Device-cqf-tooling.json	496	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	19	39	0	0	0	0	0	0	0
input/resources/library/Library-FHIRCommon.json	846519	132	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	2006	145	0	0	0	0	95	0	0
input/resources/library/Library-FHIRHelpers.json	1692100	147	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	4027	274	0	0	0	0	149	0	0
input/resources/library/Library-IMMZCommon.json	542318	79	0	0	0	0	0	0	1	120	0	0	0	0	0	0	0	0	0	0	1295	111	0	0	0	0	59	0	0
input/resources/library/Library-IMMZCommonIzDataElements.json	53781	14	0	0	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	146	21	0	0	0	0	7	0	0
input/resources/library/Library-IMMZConcepts.json	62988	18	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	179	25	0	0	0	0	5	0	0
input/resources/library/Library-IMMZConfig.json	77171	25	0	0	0	0	0	0	1	37	0	0	0	0	0	0	0	0	0	0	205	30	0	0	0	0	6	0	0
input/resources/library/Library-IMMZD2DTMeasles.json	313868	48	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	795	71	0	0	0	0	32	0	0
input/resources/library/Library-IMMZDT08.json	460547	61	0	0	0	0	0	0	1	74	0	0	0	0	0	0	0	0	0	0	1197	118	0	0	0	0	48	0	0
input/resources/library/Library-IMMZINDMeasles.json	80921	18	0	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	222	27	0	0	0	0	9	0	0
input/resources/library/Library-IMMZIndicatorCommon.json	480032	55	0	0	0	0	0	0	6	66	0	0	0	0	0	0	0	0	0	0	1143	240	0	0	0	0	45	0	0
input/resources/library/Library-IMMZVaccineLibrary.json	27748	14	0	0	0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	93	49	0	0	0	0	2	0	1
input/resources/library/Library-WHOCommon.json	298133	29	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	1	692	113	0	0	0	0	29	0	0
input/resources/library/Library-WHOConcepts.json	19321	9	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	65	35	0	0	0	0	1	0	0
